symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
DELTACORP,DELTACORPEQN,138.05,140.65,131,134.3,130,4.3,3.31,259.95,122.6,20989563,2843246203.98,25-Oct-2023 15:59:52,-42.27,-25.88
POLYMED,POLYMEDEQN,1250.1,1350,1250.1,1340,1304.1,35.9,2.75,1575,820.3,104592,138512231.51999998,25-Oct-2023 15:59:37,41.57,-5.68
RAINBOW,RAINBOWEQN,1130.05,1142,1093,1136,1111.35,24.65,2.22,1184.6,662.55,359185,403774225.90000004,25-Oct-2023 15:58:45,66.47,5.92
GSFC,GSFCEQN,192.4,199.9,187.05,193,189.8,3.2,1.69,215.5,116,9827164,1911285126.3600001,25-Oct-2023 15:57:55,46.39,13.18
TTKPRESTIG,TTKPRESTIGEQN,776.65,796.75,765.05,787,774.3,12.7,1.64,988,652.35,83953,65844337.9,25-Oct-2023 15:58:34,-21,-0.54
NAZARA,NAZARAEQN,781,804.45,766.95,790,779.2,10.8,1.39,929.05,480.35,269885,212504750.15,25-Oct-2023 15:58:06,15.78,-10.8
SAPPHIRE,SAPPHIREEQN,1338,1363,1333.95,1361,1343,18,1.34,1567.85,1102.5,81917,110230791.88000001,25-Oct-2023 15:59:20,-7.64,-9.5
MAHLIFE,MAHLIFEEQN,499.15,513.55,497.1,505.7,499.15,6.55,1.31,598.95,316,715142,359022738.26,25-Oct-2023 15:59:11,18.53,-10.24
CCL,CCLEQN,622.4,637.95,608.3,629,621.35,7.65,1.23,749.5,476.3,135614,84605506.18,25-Oct-2023 15:59:12,29.49,0.3
TRIVENI,TRIVENIEQN,358.2,379.7,349.15,359,354.65,4.35,1.23,416.5,247.3,1663989,606773588.8499999,25-Oct-2023 15:59:04,29.72,-7.06
KNRCON,KNRCONEQN,265,268,260.5,264.5,261.45,3.05,1.17,291,210,951280,251394765.6,25-Oct-2023 15:57:02,23.3,-4.11
CGCL,CGCLEQN,742.4,759,732.1,747.6,739,8.6,1.16,876,566,130229,97628774.42999999,25-Oct-2023 15:45:52,-3.36,-4.38
VGUARD,VGUARDEQN,295,301.8,294.05,300.95,297.5,3.45,1.16,335,229.05,140532,41960044.559999995,25-Oct-2023 15:57:05,18.15,-1.47
INGERRAND,INGERRANDEQN,2866.1,2932.15,2820.15,2925,2894.9,30.1,1.04,3334.25,1765.15,14461,41695112.080000006,25-Oct-2023 15:53:33,34.94,-3.07
SWSOLAR,SWSOLARBEN,262.8,272.7,255.4,268,265.25,2.75,1.04,408.5,253,443825,117702390,25-Oct-2023 15:55:05,-,-26.08
GSPL,GSPLEQN,274.9,280.45,273.5,274.4,271.6,2.8,1.03,310.75,218.05,1380927,382627253.15999997,25-Oct-2023 15:59:21,22.56,-5.73
MINDACORP,MINDACORPEQN,328,334.55,315,330,326.65,3.35,1.03,369.95,185,1018982,333298822.38,25-Oct-2023 15:57:27,68.25,-1.12
PCBL,PCBLEQN,189.75,194.3,182,188.65,186.75,1.9,1.02,211.5,108.7,4039918,763584901.18,25-Oct-2023 15:58:56,34.02,14.71
BLUESTARCO,BLUESTARCOEQN,878,900,855.7,891,883,8,0.91,950,552.55,186637,163439887.27,25-Oct-2023 15:47:31,-27.32,-1.26
RTNINDIA,RTNINDIAEQN,53.05,53.3,49.5,51.4,50.95,0.45,0.88,68.7,32.15,3693161,189976201.84,25-Oct-2023 15:59:09,3.35,-12.91
GPIL,GPILEQN,623.8,623.8,581.15,600,595.1,4.9,0.82,674.7,226.5,1071440,643185432,25-Oct-2023 15:59:41,129.99,-1.04
APLLTD,APLLTDEQN,754,773.8,741.15,760.1,754.1,6,0.8,839,462.3,113639,86162226.19,25-Oct-2023 15:51:56,37.5,0.25
NAM-INDIA,NAM-INDIAEQN,360,363.75,353.35,360.5,358.15,2.35,0.66,398,196.9,457152,164583863.04,25-Oct-2023 15:56:49,31.82,8.19
LUXIND,LUXINDEQN,1296.05,1320,1276.4,1302,1294.7,7.3,0.56,1774,1111,33622,43704229.13999999,25-Oct-2023 15:57:53,-25.36,-11.98
